@RELATION skintest


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE class REAL


@DATA
156,194,226,1
255,189,255,-1
113,150,212,1
170,169,119,-1
56,56,56,-1
64,65,21,-1
138,143,92,-1
21,20,10,-1
84,52,211,-1
194,193,159,-1
185,184,140,-1
198,196,165,-1
178,175,131,-1
167,166,146,-1
148,160,224,1
22,16,3,-1
179,179,133,-1
80,75,166,-1
62,63,21,-1
67,66,38,-1
123,126,71,-1
79,80,38,-1
137,165,230,1
3,2,0,-1
128,128,128,-1
37,35,4,-1
179,176,132,-1
76,24,31,-1
174,170,122,-1
67,67,21,-1
99,147,219,1
205,112,133,-1
179,179,133,-1
156,158,112,-1
13,12,14,-1
150,188,252,1
112,149,207,1
183,181,133,-1
178,178,132,-1
139,142,93,-1
53,54,20,-1
143,177,255,-1
178,175,131,-1
68,70,24,-1
198,198,158,-1
52,49,242,-1
51,91,140,1
182,178,137,-1
183,179,138,-1
194,194,154,-1
181,179,138,-1
138,139,89,-1
57,57,57,-1
56,58,22,-1
31,32,30,-1
181,176,127,-1
194,191,147,-1
105,104,48,-1
159,160,110,-1
85,45,255,-1
40,92,75,-1
64,100,148,1
48,97,143,1
12,15,0,-1
205,204,170,-1
56,47,34,-1
81,139,205,1
41,39,8,-1
181,181,135,-1
170,170,124,-1
180,177,132,-1
188,189,145,-1
133,131,77,-1
255,255,128,-1
6,1,0,-1
201,200,162,-1
53,106,163,1
183,179,138,-1
56,58,12,-1
183,180,135,-1
114,113,55,-1
111,142,203,1
55,56,24,-1
146,182,236,1
158,161,116,-1
229,213,207,-1
87,85,31,-1
11,11,5,-1
106,144,209,1
3,1,0,-1
173,172,122,-1
15,16,7,-1
157,194,255,1
106,109,59,-1
142,145,176,-1
201,199,164,-1
57,59,23,-1
33,36,34,-1
30,29,3,-1
0,0,255,-1
85,94,132,1
200,198,164,-1
87,134,216,1
200,198,163,-1
162,165,119,-1
78,72,185,-1
145,142,87,-1
202,200,165,-1
134,91,76,-1
159,162,123,-1
143,80,96,-1
83,178,234,-1
154,158,116,-1
175,173,125,-1
156,154,100,-1
57,58,26,-1
31,31,25,-1
45,97,138,1
0,179,244,-1
77,49,208,-1
22,22,8,-1
134,134,80,-1
177,175,127,-1
139,138,82,-1
147,188,250,1
124,158,224,1
199,198,160,-1
139,138,87,-1
150,153,104,-1
173,171,123,-1
74,74,26,-1
143,175,228,1
182,177,132,-1
94,98,151,1
174,170,121,-1
117,142,204,1
193,193,169,-1
120,119,61,-1
61,65,24,-1
172,169,124,-1
160,161,129,-1
39,41,5,-1
200,200,160,-1
55,56,22,-1
48,50,20,-1
115,114,56,-1
197,208,252,1
120,122,70,-1
61,64,25,-1
90,67,5,-1
73,70,62,-1
85,85,37,-1
254,255,251,-1
195,193,153,-1
178,178,130,-1
37,38,6,-1
183,181,133,-1
110,110,70,-1
201,200,162,-1
183,183,137,-1
248,251,255,-1
125,125,125,-1
126,126,126,-1
148,146,92,-1
173,172,122,-1
44,91,135,1
138,141,92,-1
139,142,93,-1
116,154,219,1
105,104,54,-1
137,176,231,1
34,33,5,-1
184,186,194,-1
85,87,58,-1
204,204,168,-1
112,142,99,-1
201,199,164,-1
246,252,233,-1
158,164,129,-1
179,176,132,-1
149,188,250,1
172,171,121,-1
183,180,136,-1
197,155,56,-1
166,165,115,-1
46,97,159,1
76,75,61,-1
134,168,221,1
171,167,119,-1
96,29,14,-1
32,32,2,-1
195,194,156,-1
173,172,122,-1
0,1,184,-1
182,178,137,-1
52,56,21,-1
178,180,188,-1
54,58,17,-1
55,109,164,1
170,100,170,-1
46,50,45,-1
200,198,163,-1
73,46,209,-1
47,100,157,1
148,186,255,1
179,176,131,-1
181,178,134,-1
106,94,106,-1
31,32,6,-1
202,201,163,-1
151,188,255,1
60,115,172,1
170,169,119,-1
33,78,61,-1
145,149,114,-1
128,163,219,1
42,16,146,-1
2,0,0,-1
94,92,38,-1
151,179,233,1
105,91,103,-1
199,197,163,-1
174,174,128,-1
142,161,22,-1
16,7,188,-1
159,180,235,1
20,17,2,-1
182,179,135,-1
176,174,126,-1
96,151,224,1
38,40,28,-1
21,23,1,-1
173,173,127,-1
170,169,118,-1
65,125,185,1
49,49,13,-1
61,62,18,-1
202,200,165,-1
183,179,138,-1
196,196,156,-1
45,43,35,-1
128,129,89,-1
49,104,155,1
106,105,47,-1
77,78,38,-1
199,198,160,-1
81,86,125,1
163,181,234,1
62,76,135,1
79,179,234,-1
56,103,157,1
255,255,255,-1
11,12,3,-1
3,1,0,-1
138,143,98,-1
53,73,128,1
197,208,255,1
59,114,255,-1
170,168,120,-1
34,113,255,-1
178,178,132,-1
151,150,99,-1
118,122,157,-1
182,182,136,-1
70,120,178,1
191,190,156,-1
127,127,127,-1
15,14,0,-1
11,28,14,-1
204,130,76,-1
83,81,27,-1
158,162,126,-1
166,167,128,-1
178,175,131,-1
53,55,19,-1
164,163,113,-1
180,178,130,-1
171,171,125,-1
159,196,255,1
172,173,129,-1
113,116,171,1
214,99,108,-1
16,14,4,-1
70,72,26,-1
130,126,78,-1
45,89,136,1
207,190,171,-1
153,156,106,-1
15,12,8,-1
178,178,130,-1
101,100,42,-1
172,171,121,-1
187,186,142,-1
139,139,233,-1
140,176,224,1
185,187,145,-1
110,109,51,-1
5,5,5,-1
1,2,0,-1
145,141,93,-1
143,181,253,1
136,139,90,-1
182,180,132,-1
39,35,11,-1
17,15,0,-1
49,49,9,-1
195,194,156,-1
183,182,138,-1
118,118,58,-1
152,165,113,-1
163,162,111,-1
153,156,107,-1
241,245,250,-1
175,173,125,-1
65,126,194,1
116,147,222,1
178,175,130,-1
85,94,132,1
178,177,133,-1
174,172,124,-1
83,115,188,1
15,15,0,-1
90,92,40,-1
63,63,23,-1
189,187,147,-1
176,175,131,-1
37,36,8,-1
171,187,233,1
176,175,125,-1
87,89,37,-1
139,140,90,-1
92,103,153,1
53,53,17,-1
65,63,22,-1
148,150,98,-1
150,147,96,-1
35,34,8,-1
186,187,145,-1
154,192,255,1
144,142,88,-1
53,57,22,-1
105,91,103,-1
141,175,221,1
153,154,104,-1
138,139,89,-1
159,163,122,-1
176,174,126,-1
120,121,77,-1
180,179,135,-1
176,175,131,-1
255,253,254,-1
110,91,110,-1
175,173,125,-1
153,156,111,-1
106,108,78,-1
42,43,4,-1
25,47,29,-1
7,7,1,-1
92,10,0,-1
201,200,162,-1
16,5,239,-1
167,165,117,-1
164,163,113,-1
76,99,149,1
56,57,23,-1
120,151,220,1
130,161,230,1
117,148,209,1
182,179,134,-1
135,170,214,1
202,200,165,-1
48,98,156,1
181,178,133,-1
61,61,21,-1
180,177,132,-1
124,171,38,-1
30,42,30,-1
138,141,92,-1
129,131,89,-1
148,151,102,-1
172,171,127,-1
180,167,123,-1
140,143,93,-1
103,99,46,-1
127,127,127,-1
96,98,152,1
185,185,139,-1
230,240,247,-1
75,76,56,-1
15,16,14,-1
198,124,68,-1
195,194,156,-1
184,181,136,-1
50,113,93,-1
208,219,255,1
174,171,126,-1
165,163,115,-1
173,179,124,-1
95,144,220,1
94,125,188,1
59,124,198,1
197,196,158,-1
141,140,90,-1
17,15,14,-1
63,122,194,1
106,66,78,-1
83,88,49,-1
161,172,230,1
199,197,163,-1
65,66,26,-1
170,168,120,-1
204,203,169,-1
42,96,156,1
201,149,203,-1
80,89,127,1
255,247,247,-1
169,184,233,1
184,181,136,-1
67,68,26,-1
136,138,92,-1
57,56,22,-1
3,1,0,-1
199,197,163,-1
182,180,132,-1
9,10,8,-1
173,174,130,-1
35,36,10,-1
128,130,164,-1
161,158,154,-1
129,129,129,-1
192,190,160,-1
100,18,6,-1
177,174,129,-1
179,174,125,-1
178,175,131,-1
255,0,0,-1
138,141,92,-1
150,153,107,-1
166,166,118,-1
179,175,127,-1
88,89,33,-1
154,157,112,-1
133,133,133,-1
180,177,133,-1
84,93,130,1
183,180,135,-1
200,198,163,-1
42,77,50,-1
4,4,0,-1
89,97,150,1
178,176,128,-1
176,174,126,-1
182,180,140,-1
17,18,9,-1
35,34,8,-1
201,199,159,-1
11,11,5,-1
167,164,113,-1
126,129,184,1
202,200,165,-1
183,181,133,-1
168,165,114,-1
86,87,37,-1
205,204,170,-1
136,139,90,-1
156,159,120,-1
177,174,129,-1
141,140,89,-1
160,164,129,-1
199,135,187,-1
47,93,141,1
122,157,221,1
78,59,46,-1
20,17,2,-1
183,181,133,-1
129,133,92,-1
126,168,215,1
175,172,127,-1
199,197,162,-1
74,89,128,1
84,146,130,-1
144,141,86,-1
101,147,224,1
157,161,126,-1
125,124,64,-1
136,139,90,-1
181,180,136,-1
165,161,112,-1
148,190,255,1
18,38,25,-1
96,142,219,1
176,174,126,-1
159,57,158,-1
181,178,133,-1
5,6,2,-1
181,175,132,-1
56,54,13,-1
158,162,126,-1
136,139,89,-1
15,14,10,-1
61,64,19,-1
53,55,25,-1
175,166,122,-1
215,226,234,-1
27,37,25,-1
52,53,19,-1
178,178,132,-1
73,85,125,1
134,178,242,1
137,179,226,1
235,197,162,-1
180,177,132,-1
151,154,105,-1
170,171,121,-1
196,208,250,1
51,52,18,-1
172,170,122,-1
202,201,163,-1
120,161,210,1
191,186,137,-1
150,188,252,1
130,130,90,-1
103,157,222,1
16,10,189,-1
178,172,125,-1
149,151,105,-1
180,178,137,-1
201,199,164,-1
196,195,157,-1
55,50,243,-1
92,127,193,1
107,210,205,-1
186,181,136,-1
51,52,36,-1
172,172,126,-1
151,148,97,-1
140,143,94,-1
104,88,81,-1
185,184,150,-1
162,176,225,1
31,32,6,-1
185,185,145,-1
69,71,25,-1
9,9,3,-1
59,60,16,-1
137,140,91,-1
160,161,105,-1
68,69,25,-1
201,200,162,-1
109,146,220,1
194,194,154,-1
0,0,3,-1
166,165,114,-1
149,170,222,1
52,51,13,-1
52,127,113,-1
31,79,50,-1
176,174,133,-1
157,161,125,-1
194,192,151,-1
198,210,252,1
110,149,211,1
170,168,120,-1
59,62,23,-1
134,178,242,1
182,179,135,-1
166,166,118,-1
148,151,102,-1
151,94,216,-1
6,0,179,-1
38,39,7,-1
67,68,29,-1
176,174,126,-1
101,19,7,-1
198,197,159,-1
102,121,164,1
150,151,101,-1
155,160,128,-1
204,203,169,-1
139,115,97,-1
28,28,22,-1
129,133,92,-1
112,111,55,-1
187,175,133,-1
171,170,119,-1
52,92,140,1
128,132,90,-1
51,53,17,-1
51,52,18,-1
174,172,124,-1
97,147,219,1
178,178,132,-1
127,126,68,-1
248,250,250,-1
27,28,2,-1
174,173,122,-1
199,197,162,-1
178,175,130,-1
185,184,140,-1
199,198,160,-1
124,155,224,1
165,164,113,-1
201,199,164,-1
188,185,140,-1
70,118,176,1
198,198,158,-1
151,189,253,1
135,174,219,1
200,227,201,-1
195,194,150,-1
125,158,227,1
186,184,144,-1
162,160,112,-1
54,55,15,-1
179,176,132,-1
53,107,170,1
179,176,131,-1
32,176,27,-1
60,101,150,1
0,20,150,-1
84,93,131,1
34,33,7,-1
247,249,249,-1
87,139,216,1
110,144,204,1
174,171,120,-1
169,185,238,1
198,198,158,-1
147,136,98,-1
198,197,159,-1
59,82,127,1
146,145,89,-1
132,135,89,-1
172,171,121,-1
126,170,217,1
77,116,190,1
196,157,113,-1
191,191,145,-1
255,242,255,-1
34,35,25,-1
157,161,126,-1
248,250,250,-1
195,194,156,-1
58,58,58,-1
177,174,129,-1
136,137,87,-1
201,198,200,-1
184,183,139,-1
32,23,120,-1
239,223,211,-1
175,172,127,-1
97,157,227,1
171,169,121,-1
16,53,27,-1
238,168,101,-1
57,59,23,-1
165,162,118,-1
129,132,86,-1
205,203,173,-1
114,115,65,-1
171,175,150,-1
76,78,32,-1
112,123,234,-1
106,209,204,-1
3,2,0,-1
177,176,142,-1
43,88,145,1
83,36,32,-1
178,178,132,-1
182,180,132,-1
140,184,248,1
129,168,220,1
162,165,119,-1
138,138,84,-1
68,67,23,-1
85,186,241,-1
116,145,220,1
73,108,174,1
69,71,25,-1
63,102,177,1
180,176,128,-1
198,198,158,-1
18,16,5,-1
99,136,204,1
11,11,0,-1
61,61,21,-1
165,163,115,-1
131,129,242,-1
36,0,145,-1
140,141,91,-1
175,172,127,-1
200,198,163,-1
135,179,238,1
75,77,31,-1
68,63,24,-1
9,143,191,-1
101,103,57,-1
145,183,231,1
154,160,119,-1
169,179,233,1
50,50,14,-1
139,138,80,-1
57,57,57,-1
137,160,228,1
146,188,253,1
140,146,111,-1
63,131,198,1
45,96,158,1
49,113,255,-1
177,177,131,-1
240,205,172,-1
165,164,113,-1
65,66,22,-1
173,171,123,-1
179,177,129,-1
227,122,119,-1
12,255,246,-1
4,0,72,-1
114,115,83,-1
44,99,144,1
81,53,213,-1
198,198,158,-1
183,180,136,-1
140,179,231,1
60,64,23,-1
14,12,11,-1
173,181,134,-1
255,0,128,-1
107,109,63,-1
108,107,49,-1
6,6,12,-1
60,121,187,1
61,65,24,-1
159,160,120,-1
75,54,26,-1
160,163,124,-1
178,175,131,-1
98,142,219,1
153,156,200,-1
242,248,253,-1
44,75,60,-1
118,152,211,1
142,92,180,-1
111,114,65,-1
201,200,162,-1
173,140,101,-1
151,148,97,-1
132,162,227,1
116,115,57,-1
69,70,26,-1
173,189,236,1
111,110,52,-1
195,211,255,1
181,179,139,-1
179,176,132,-1
75,78,29,-1
127,124,69,-1
63,63,39,-1
169,167,119,-1
64,103,155,1
53,57,22,-1
118,118,64,-1
120,121,71,-1
154,191,253,1
186,185,141,-1
124,171,227,1
172,172,126,-1
61,114,171,1
82,90,130,1
114,149,215,1
58,106,255,-1
203,202,164,-1
180,177,133,-1
203,201,167,-1
144,139,224,-1
232,215,75,-1
185,184,140,-1
157,161,126,-1
52,60,23,-1
57,58,19,-1
0,192,0,-1
179,178,134,-1
0,141,108,-1
58,60,24,-1
232,215,82,-1
174,170,121,-1
16,16,10,-1
139,142,93,-1
163,162,112,-1
163,163,115,-1
182,179,135,-1
62,66,31,-1
186,185,141,-1
202,201,163,-1
105,108,59,-1
183,184,140,-1
34,33,5,-1
129,132,87,-1
146,143,92,-1
116,118,172,1
136,140,91,-1
147,148,98,-1
17,7,191,-1
44,94,70,-1
179,177,129,-1
163,162,112,-1
160,197,255,1
195,193,159,-1
59,104,155,1
57,101,84,-1
180,177,132,-1
138,139,89,-1
53,56,24,-1
8,5,0,-1
171,171,125,-1
139,78,98,-1
140,139,81,-1
255,254,255,-1
199,197,162,-1
55,56,22,-1
177,176,126,-1
125,137,143,-1
59,25,233,-1
173,172,122,-1
7,6,2,-1
62,60,42,-1
172,175,136,-1
101,156,229,1
104,102,48,-1
187,185,144,-1
178,175,131,-1
125,156,47,-1
128,131,82,-1
112,146,205,1
71,79,32,-1
136,173,223,1
99,114,176,1
179,177,129,-1
76,176,231,-1
143,179,227,1
168,166,112,-1
51,55,19,-1
198,153,149,-1
185,181,133,-1
54,54,18,-1
134,137,92,-1
203,202,168,-1
199,197,162,-1
191,189,148,-1
176,173,129,-1
181,178,134,-1
128,130,88,-1
46,99,149,1
201,199,164,-1
150,151,101,-1
146,147,97,-1
2,21,148,-1
43,44,12,-1
111,152,215,1
158,162,127,-1
167,165,117,-1
56,61,22,-1
52,53,19,-1
103,100,45,-1
12,3,0,-1
108,112,165,1
62,63,23,-1
176,180,174,-1
165,163,115,-1
178,175,130,-1
177,178,188,-1
25,24,4,-1
78,87,125,1
62,123,189,1
146,189,252,1
53,54,15,-1
1,1,1,-1
24,246,246,-1
178,176,128,-1
0,0,188,-1
52,129,102,-1
94,142,220,1
125,132,87,-1
122,122,62,-1
183,182,132,-1
167,123,40,-1
199,197,163,-1
103,148,222,1
146,147,97,-1
189,187,147,-1
132,160,224,1
57,59,23,-1
172,170,122,-1
78,127,203,1
77,36,248,-1
100,134,193,1
84,81,26,-1
90,166,55,-1
176,176,130,-1
18,9,0,-1
201,210,253,1
118,117,61,-1
116,117,67,-1
59,105,169,1
107,188,223,-1
193,192,154,-1
90,27,13,-1
179,176,131,-1
101,143,212,1
255,0,255,-1
49,49,49,-1
181,180,136,-1
24,24,6,-1
134,177,226,1
165,186,247,1
3,1,0,-1
173,155,126,-1
55,56,22,-1
178,175,131,-1
22,23,21,-1
90,87,36,-1
174,172,124,-1
135,137,91,-1
153,191,255,1
228,227,213,-1
136,139,90,-1
13,16,1,-1
187,186,142,-1
205,170,157,-1
134,134,86,-1
204,203,165,-1
57,54,46,-1
73,85,125,1
133,136,87,-1
143,139,90,-1
164,162,114,-1
172,170,122,-1
197,193,158,-1
197,196,158,-1
194,191,147,-1
182,178,137,-1
9,32,10,-1
80,172,231,-1
95,94,60,-1
196,192,157,-1
48,105,150,1
171,89,171,-1
10,8,7,-1
148,151,101,-1
245,234,230,-1
172,170,122,-1
230,200,225,-1
183,180,135,-1
124,155,224,1
184,181,136,-1
78,49,199,-1
185,184,140,-1
174,188,236,1
39,38,4,-1
39,166,91,-1
117,119,173,1
181,180,136,-1
79,50,199,-1
161,158,113,-1
1,133,103,-1
196,194,154,-1
176,172,137,-1
16,7,188,-1
138,165,222,1
164,160,112,-1
135,137,101,-1
157,161,120,-1
92,68,246,-1
142,105,45,-1
172,170,122,-1
145,187,252,1
129,152,255,-1
198,197,159,-1
177,174,129,-1
111,155,219,1
176,189,245,1
63,124,192,1
114,147,216,1
226,222,255,-1
83,83,35,-1
50,50,14,-1
195,193,153,-1
143,167,227,1
124,157,226,1
70,73,23,-1
139,142,96,-1
104,135,196,1
36,107,255,-1
0,0,255,-1
134,135,247,-1
138,141,102,-1
54,55,21,-1
188,186,146,-1
94,92,38,-1
76,89,127,1
147,149,97,-1
142,145,99,-1
52,57,18,-1
25,60,40,-1
146,148,96,-1
163,162,112,-1
69,71,25,-1
199,197,162,-1
124,126,180,1
179,176,131,-1
178,175,130,-1
36,38,8,-1
92,121,190,1
172,187,233,1
173,172,122,-1
27,27,21,-1
196,195,161,-1
125,167,220,1
3,2,0,-1
13,15,0,-1
178,176,128,-1
171,170,120,-1
125,127,107,-1
163,163,117,-1
246,251,254,-1
128,102,86,-1
80,83,28,-1
170,169,125,-1
196,202,249,1
34,34,10,-1
187,182,137,-1
4,0,0,-1
194,192,152,-1
54,54,42,-1
156,159,110,-1
0,0,3,-1
34,36,7,-1
165,138,117,-1
201,200,162,-1
34,33,7,-1
190,184,139,-1
181,177,136,-1
102,99,68,-1
180,177,132,-1
158,162,127,-1
155,158,109,-1
71,93,129,1
179,177,129,-1
38,92,152,1
178,172,129,-1
171,170,119,-1
81,120,195,1
1,5,0,-1
58,59,43,-1
42,61,44,-1
34,36,7,-1
1,6,185,-1
186,189,144,-1
153,191,255,1
95,144,218,1
181,178,134,-1
97,142,223,1
255,0,255,-1
0,2,2,-1
255,255,128,-1
130,173,230,1
182,179,135,-1
126,0,126,-1
115,113,65,-1
24,47,15,-1
166,178,220,1
14,14,0,-1
41,39,8,-1
53,57,16,-1
178,183,186,-1
205,215,255,1
71,80,117,1
146,180,226,1
63,64,20,-1
19,36,23,-1
65,112,250,-1
252,236,223,-1
77,83,130,1
81,90,128,1
133,167,221,1
177,175,127,-1
80,50,209,-1
79,98,149,1
66,130,185,1
101,108,158,1
41,38,10,-1
112,112,48,-1
200,198,163,-1
165,161,113,-1
132,137,86,-1
93,88,150,-1
20,20,2,-1
181,178,134,-1
1,140,107,-1
164,166,130,-1
159,161,125,-1
151,112,60,-1
78,179,234,-1
167,163,115,-1
63,64,24,-1
173,171,123,-1
180,175,130,-1
94,93,37,-1
54,57,18,-1
43,44,10,-1
164,167,128,-1
7,255,252,-1
201,200,162,-1
200,199,161,-1
1,155,250,-1
205,203,173,-1
179,178,134,-1
142,179,223,1
130,133,88,-1
125,159,213,1
41,40,233,-1
162,87,141,-1
1,162,190,-1
85,88,33,-1
71,40,249,-1
47,67,125,1
237,200,162,-1
74,77,28,-1
186,184,143,-1
77,80,31,-1
158,156,102,-1
187,185,151,-1
174,174,134,-1
145,141,92,-1
179,177,129,-1
171,187,230,1
180,178,137,-1
93,130,120,-1
165,146,111,-1
178,175,131,-1
184,181,137,-1
51,98,149,1
195,194,150,-1
69,72,23,-1
156,185,229,1
163,162,112,-1
55,55,25,-1
183,182,138,-1
177,174,129,-1
35,34,8,-1
20,17,2,-1
153,157,116,-1
0,1,180,-1
141,144,99,-1
58,55,41,-1
175,181,186,-1
177,177,131,-1
112,69,42,-1
163,180,237,1
179,176,132,-1
139,142,93,-1
167,183,226,1
60,64,23,-1
102,103,47,-1
56,57,23,-1
164,163,113,-1
170,170,124,-1
197,195,160,-1
38,160,84,-1
17,18,138,-1
32,33,7,-1
126,130,81,-1
57,58,24,-1
55,59,23,-1
104,142,207,1
1,135,105,-1
200,199,161,-1
34,35,9,-1
175,189,242,1
83,126,99,-1
209,217,254,1
120,159,211,1
138,140,88,-1
28,35,22,-1
114,107,80,-1
158,178,233,1
114,149,222,1
111,146,212,1
15,25,13,-1
165,164,114,-1
197,201,152,-1
131,166,48,-1
89,112,144,1
187,188,149,-1
4,1,0,-1
183,184,142,-1
151,147,94,-1
198,198,158,-1
129,129,129,-1
150,188,252,1
0,255,255,-1
201,200,162,-1
200,198,163,-1
177,174,129,-1
62,62,26,-1
72,87,126,1
200,198,163,-1
124,125,75,-1
45,102,153,1
157,161,126,-1
163,163,115,-1
137,140,91,-1
181,179,131,-1
30,30,12,-1
171,170,120,-1
12,0,194,-1
81,83,61,-1
255,255,249,-1
201,200,162,-1
175,172,127,-1
198,198,158,-1
178,175,131,-1
49,47,39,-1
197,196,158,-1
179,176,131,-1
102,108,49,-1
72,81,124,1
195,194,156,-1
122,125,180,1
122,160,214,1
127,127,127,-1
145,143,89,-1
181,178,134,-1
135,85,97,-1
16,14,3,-1
97,15,3,-1
129,133,97,-1
26,27,11,-1
19,18,4,-1
25,22,18,-1
42,96,156,1
126,132,77,-1
162,160,112,-1
142,175,224,1
173,187,239,1
174,170,121,-1
179,178,122,-1
183,180,136,-1
35,104,84,-1
196,195,157,-1
154,156,114,-1
99,144,212,1
84,87,38,-1
143,184,246,1
178,175,130,-1
31,32,6,-1
8,8,2,-1
181,181,141,-1
122,154,219,1
197,195,160,-1
71,72,176,-1
134,133,89,-1
123,154,223,1
182,181,137,-1
141,142,103,-1
16,20,9,-1
187,187,147,-1
136,177,232,1
136,139,90,-1
63,64,20,-1
161,164,125,-1
17,19,7,-1
0,3,0,-1
10,15,6,-1
73,85,125,1
198,198,158,-1
57,59,37,-1
169,169,121,-1
195,193,152,-1
192,191,153,-1
119,120,64,-1
72,74,28,-1
227,207,202,-1
69,70,26,-1
187,187,141,-1
139,173,226,1
199,182,173,-1
113,221,245,-1
181,178,134,-1
179,177,129,-1
126,157,226,1
255,0,128,-1
66,68,26,-1
164,163,113,-1
109,108,50,-1
189,183,142,-1
54,107,170,1
190,194,205,-1
159,164,125,-1
153,171,230,1
83,82,48,-1
201,199,164,-1
171,170,126,-1
193,192,154,-1
114,67,83,-1
42,43,41,-1
89,125,195,1
139,142,93,-1
183,180,135,-1
148,147,127,-1
202,201,163,-1
142,133,99,-1
188,186,145,-1
13,12,8,-1
148,184,232,1
79,81,29,-1
163,189,235,1
184,183,139,-1
198,122,69,-1
64,42,184,-1
197,196,158,-1
196,195,157,-1
117,150,219,1
174,174,128,-1
0,182,0,-1
57,98,143,1
157,194,255,1
62,108,172,1
4,18,6,-1
144,188,249,1
138,137,86,-1
158,162,121,-1
33,52,27,-1
157,161,125,-1
197,193,158,-1
180,179,135,-1
168,167,116,-1
136,138,92,-1
174,172,124,-1
99,150,223,1
235,245,255,-1
89,87,33,-1
57,125,190,1
234,192,157,-1
105,108,59,-1
171,169,121,-1
22,77,60,-1
6,7,0,-1
157,162,123,-1
118,151,224,1
158,162,126,-1
180,177,133,-1
0,0,0,-1
0,255,255,-1
101,138,200,1
182,178,137,-1
97,103,156,1
166,161,122,-1
173,172,122,-1
187,183,135,-1
213,197,198,-1
175,172,127,-1
55,59,23,-1
199,197,162,-1
118,155,211,1
147,146,90,-1
180,180,134,-1
60,55,216,-1
113,228,249,-1
195,193,152,-1
184,186,140,-1
205,204,170,-1
21,18,3,-1
5,3,2,-1
64,65,25,-1
166,182,229,1
136,178,243,1
151,193,255,1
164,164,118,-1
181,177,136,-1
106,105,145,-1
178,176,128,-1
140,139,81,-1
14,12,11,-1
173,169,121,-1
59,106,158,1
136,138,92,-1
146,164,229,1
197,196,158,-1
176,174,126,-1
0,1,0,-1
14,14,0,-1
199,198,160,-1
184,181,136,-1
87,184,240,-1
32,96,77,-1
205,204,170,-1
83,33,11,-1
172,172,132,-1
58,58,18,-1
182,178,137,-1
172,171,121,-1
155,193,255,1
42,97,148,1
103,150,224,1
138,139,89,-1
186,185,141,-1
199,195,160,-1
255,0,128,-1
199,197,163,-1
180,180,134,-1
167,167,161,-1
161,135,118,-1
178,175,131,-1
93,89,40,-1
8,63,36,-1
89,28,18,-1
163,163,117,-1
82,121,190,1
138,137,86,-1
40,43,41,-1
172,171,121,-1
198,197,159,-1
161,160,110,-1
193,192,166,-1
15,70,51,-1
199,197,162,-1
180,177,132,-1
0,128,0,-1
178,180,174,-1
53,56,24,-1
110,152,205,1
146,147,97,-1
164,163,113,-1
32,0,137,-1
53,54,20,-1
54,97,146,1
4,180,251,-1
134,153,210,1
163,161,113,-1
182,182,136,-1
171,170,119,-1
157,160,121,-1
172,168,120,-1
114,150,220,1
96,147,220,1
73,160,70,-1
177,176,126,-1
185,183,135,-1
42,64,112,1
180,180,134,-1
64,76,130,1
37,23,11,-1
202,201,163,-1
55,56,22,-1
165,179,231,1
181,174,124,-1
255,0,255,-1
57,59,23,-1
69,71,25,-1
39,95,154,1
20,17,2,-1
60,62,26,-1
124,158,218,1
177,180,134,-1
138,139,89,-1
69,40,249,-1
171,170,119,-1
173,172,122,-1
16,13,0,-1
55,108,159,1
50,43,242,-1
201,200,162,-1
78,79,35,-1
0,255,0,-1
128,131,86,-1
55,59,23,-1
163,162,111,-1
178,180,134,-1
135,138,93,-1
56,110,165,1
146,188,253,1
1,1,7,-1
233,111,75,-1
55,57,38,-1
255,254,253,-1
71,74,28,-1
190,189,151,-1
174,174,128,-1
135,138,93,-1
118,156,210,1
54,55,21,-1
196,194,159,-1
40,40,28,-1
54,110,159,1
201,200,162,-1
94,87,54,-1
139,141,95,-1
180,177,133,-1
101,142,204,1
161,161,113,-1
104,149,223,1
137,173,219,1
19,19,5,-1
199,141,195,-1
72,74,32,-1
164,163,113,-1
32,35,19,-1
154,153,109,-1
198,197,159,-1
197,200,168,-1
171,169,121,-1
66,67,23,-1
175,172,127,-1
131,131,83,-1
166,180,233,1
139,137,83,-1
196,195,157,-1
176,177,135,-1
178,175,131,-1
62,67,22,-1
49,50,16,-1
52,53,14,-1
144,143,87,-1
173,172,122,-1
138,139,89,-1
199,197,163,-1
199,197,162,-1
167,176,125,-1
133,136,87,-1
182,180,139,-1
171,187,230,1
7,6,0,-1
3,1,0,-1
38,39,13,-1
144,142,88,-1
103,152,226,1
174,172,124,-1
174,173,123,-1
14,15,6,-1
51,52,18,-1
104,108,161,1
52,53,13,-1
181,178,134,-1
171,170,120,-1
55,74,141,1
104,96,89,-1
145,152,149,-1
65,68,29,-1
9,10,1,-1
54,106,166,1
67,68,26,-1
133,168,224,1
199,197,162,-1
30,27,6,-1
171,170,119,-1
53,94,143,1
200,210,250,1
136,137,97,-1
4,0,72,-1
7,14,237,-1
16,14,3,-1
92,91,35,-1
165,164,114,-1
135,136,92,-1
171,177,142,-1
52,53,19,-1
179,176,131,-1
178,175,130,-1
166,182,235,1
16,14,3,-1
178,176,128,-1
73,74,34,-1
16,13,0,-1
155,158,119,-1
156,114,39,-1
32,33,7,-1
151,153,101,-1
126,167,229,1
